date,ext,detection,detection_name,engine_ver,elapsed_time,file_path,sha256,vt_positives,vt_total,vt_keyword
2022-05-29,ELF,Benign,,,0.0,ca9983fa538b51ddaf8129baf2cf96c4b68e3ed1b414102d4f2313eff37e7f85.elf,ca9983fa538b51ddaf8129baf2cf96c4b68e3ed1b414102d4f2313eff37e7f85,36,61,linux mirai trojan 1 backdoor
2022-05-29,EXE,Benign,,,0.0,cac28dbffd64b5146754771ee9994cca89c606043df14a7167e47e52a650d9f0.exe,cac28dbffd64b5146754771ee9994cca89c606043df14a7167e47e52a650d9f0,26,69,win32 trojan msil androm malicious
2022-05-29,EXE,Benign,,,0.0,ce20195a9556da8cdff45dd636c2dc7ed08954762c5e3214472218d2a5f36c19.exe,ce20195a9556da8cdff45dd636c2dc7ed08954762c5e3214472218d2a5f36c19,56,68,trojan win32 avemaria agent w32
2022-05-29,EXE,Benign,,,0.0,ce7d4e0c7eccead1c4746fdfb2b168fbcde141104a6b045a716dbc2d95b6d145.exe,ce7d4e0c7eccead1c4746fdfb2b168fbcde141104a6b045a716dbc2d95b6d145,36,69,trojan msil generic malicious generickd
2022-05-29,EXE,Benign,,,0.0,cfa68ef922dcfc909b9464418f74a6c1ebe3cdef3df406d7fdb9114862ee2eb2.exe,cfa68ef922dcfc909b9464418f74a6c1ebe3cdef3df406d7fdb9114862ee2eb2,44,69,trojan gen variant jaik malicious
2022-05-29,EXE,Benign,,,0.0,d219fbada6312282f862fcc037cb90999a13dbbd832eb997651685069c83cb76.exe,d219fbada6312282f862fcc037cb90999a13dbbd832eb997651685069c83cb76,40,68,trojan msil generickd 49067833 generic
2022-05-29,EXE,Benign,,,0.0,d21fc48678f43f43d9bf6c63633497b8ced09a4f3a3da6d46ade67ead39be4de.exe,d21fc48678f43f43d9bf6c63633497b8ced09a4f3a3da6d46ade67ead39be4de,0,0,
2022-05-29,ELF,Benign,,,0.0,d32795e1f2412fe41d7c580c4b5ce4b2dcf43cdfca23fa819fd4067ff8153bb7.elf,d32795e1f2412fe41d7c580c4b5ce4b2dcf43cdfca23fa819fd4067ff8153bb7,35,60,linux mirai trojan 1 a
2022-05-29,PHP,Benign,,,0.0,d3e90cba2cb33e10e136acd6dcbe945e501abd90e93f2baa2a64ed92f881d33f.php,d3e90cba2cb33e10e136acd6dcbe945e501abd90e93f2baa2a64ed92f881d33f,2,58,html phishingbank-btw phish
2022-05-29,EXE,Benign,,,0.0,d4c7e9843be5016c1833f44f57de3439967d9b0e07b86aa7f3ff6571c7139ea6.exe,d4c7e9843be5016c1833f44f57de3439967d9b0e07b86aa7f3ff6571c7139ea6,39,68,trojan win32 gen variant fragtor
2022-05-29,EXE,Benign,,,0.0,d4edb1acc2e1f9f4a22a7e82d69d27a58028f12b6e9a3df7625e0ef8895b3fa6.exe,d4edb1acc2e1f9f4a22a7e82d69d27a58028f12b6e9a3df7625e0ef8895b3fa6,26,69,msil trojan generic malicious malware
2022-05-29,ELF,Benign,,,0.0,d8418ebf45fe4c433abbcfc9e89a8ef98232e2c5c75d37b7a1c88333f1be0e82.elf,d8418ebf45fe4c433abbcfc9e89a8ef98232e2c5c75d37b7a1c88333f1be0e82,22,59,linux trojan mirai variant gafgyt
2022-05-29,EXE,Benign,,,0.0,d880050f2f068d580af51fac3b5258a225d93c243f3a6baa621daff162f1d792.exe,d880050f2f068d580af51fac3b5258a225d93c243f3a6baa621daff162f1d792,25,69,malicious msil gen trojan w32
2022-05-29,EXE,Benign,,,0.0,d8eb0cd465f3e4cef6571c08b8468a8ddf4a95bf1c8eb482170c85b7803c6b49.exe,d8eb0cd465f3e4cef6571c08b8468a8ddf4a95bf1c8eb482170c85b7803c6b49,43,69,trojan msil gen variant lazy
2022-05-29,ELF,Benign,,,0.0,d94db3cd18e7a8a2b7857b16055780bd14487a8e580804fac48a6dd535826c75.elf,d94db3cd18e7a8a2b7857b16055780bd14487a8e580804fac48a6dd535826c75,32,60,linux trojan mirai gen variant
2022-05-29,ELF,Benign,,,0.0,d9c99b0543728609f9fbf112cbb68d6ae5d81f4f78ed216c2e74e2de238e3ecd.elf,d9c99b0543728609f9fbf112cbb68d6ae5d81f4f78ed216c2e74e2de238e3ecd,23,59,linux mirai trojan 1 backdoor
2022-05-29,EXE,Benign,,,0.0,db017ac087801df93355452c6878af51127b2902ee80b69d0ec8e1d192ae553b.exe,db017ac087801df93355452c6878af51127b2902ee80b69d0ec8e1d192ae553b,34,69,gen msil variant tedy 128705
2022-05-29,EXE,Benign,,,0.0,ddd9d2b16b38e452113c1d53b307debaa6326f3eea80f1ace0f8fdf4c7988c9f.exe,ddd9d2b16b38e452113c1d53b307debaa6326f3eea80f1ace0f8fdf4c7988c9f,40,68,trojan win64 generickd emotet 39707515
2022-05-29,ELF,Benign,,,0.0,ddf8f5804d77441434c563e55d5d393288d040f989548751727e63f138ce0eea.elf,ddf8f5804d77441434c563e55d5d393288d040f989548751727e63f138ce0eea,28,60,linux trojan gen gafgyt 8
2022-05-29,ELF,Benign,,,0.0,e432ababc952ca1b6038f4beb3fbb34d91cac7f2de762dc932dd2ee13105ccf3.elf,e432ababc952ca1b6038f4beb3fbb34d91cac7f2de762dc932dd2ee13105ccf3,35,61,linux trojan mirai agent ios
2022-05-29,EXE,Benign,,,0.0,e51ef72eba009c8b9c06381c22b6669a4300c98c31a08415e72fe62687e22eba.exe,e51ef72eba009c8b9c06381c22b6669a4300c98c31a08415e72fe62687e22eba,24,67,win64 emotet trojan malicious emotet-ftn
2022-05-29,ELF,Benign,,,0.0,e9f879fab5b8caaf3ce47c38b3706dbb6dc094b81f480666aeb7c51abe440832.elf,e9f879fab5b8caaf3ce47c38b3706dbb6dc094b81f480666aeb7c51abe440832,21,61,linux mirai trojan 1 elf
